SDK_API	TESTS_CALLING_THE_SDK_API
Azure.Data.Tables;Azure.Data.Tables.TableClient.AddEntityAsync(!!0,System.Threading.CancellationToken)	['Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_GetGateways', 'Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_Init', 'Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_InsertRow', 'Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_ReadAll_EmptyTable', 'Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_ReadAll_Insert_ReadAll', 'Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_ReadRow_Insert_Read', 'Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_UpdateIAmAlive', 'Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_UpdateRow', 'Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_UpdateRowInParallel']
Azure.Data.Tables;Azure.Data.Tables.TableClient.CreateIfNotExistsAsync(System.Threading.CancellationToken)	['Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_GetGateways', 'Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_Init', 'Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_InsertRow', 'Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_ReadAll_EmptyTable', 'Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_ReadAll_Insert_ReadAll', 'Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_ReadRow_Insert_Read', 'Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_UpdateIAmAlive', 'Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_UpdateRow', 'Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_UpdateRowInParallel']
Azure.Data.Tables;Azure.Data.Tables.TableClient.GetEntityAsync(string,string,System.Collections.Generic.IEnumerable`1[string],System.Threading.CancellationToken)	['Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_GetGateways', 'Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_Init', 'Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_InsertRow', 'Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_ReadAll_EmptyTable', 'Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_ReadAll_Insert_ReadAll', 'Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_ReadRow_Insert_Read', 'Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_UpdateIAmAlive', 'Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_UpdateRow', 'Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_UpdateRowInParallel']
Azure.Data.Tables;Azure.Data.Tables.TableClient.SubmitTransactionAsync(System.Collections.Generic.IEnumerable`1[Azure.Data.Tables.TableTransactionAction],System.Threading.CancellationToken)	['Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_GetGateways', 'Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_Init', 'Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_InsertRow', 'Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_ReadAll_EmptyTable', 'Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_ReadAll_Insert_ReadAll', 'Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_ReadRow_Insert_Read', 'Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_UpdateIAmAlive', 'Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_UpdateRow', 'Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_UpdateRowInParallel']
Azure.Data.Tables;Azure.Data.Tables.TableRestClient.QueryEntitiesAsync(string,System.Nullable`1[int],string,string,Azure.Data.Tables.Models.QueryOptions,System.Threading.CancellationToken)	['Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_GetGateways', 'Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_Init', 'Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_InsertRow', 'Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_ReadAll_EmptyTable', 'Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_ReadAll_Insert_ReadAll', 'Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_ReadRow_Insert_Read', 'Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_UpdateIAmAlive', 'Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_UpdateRow', 'Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_UpdateRowInParallel']
Azure.Data.Tables;Azure.Data.Tables.TableClient.UpdateEntityAsync(!!0,Azure.ETag,Azure.Data.Tables.TableUpdateMode,System.Threading.CancellationToken)	['Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_UpdateIAmAlive']
