REST_API	TESTS_CALLING_THE_REST_API
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey eq 'test-88424755-5f50-49c2-89cf-97909ec4a303') and ((RowKey eq '127.0.0.1-12345-8') or (RowKey eq 'VersionRow'))""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_GetGateways']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey eq 'test-88424755-5f50-49c2-89cf-97909ec4a303') and ((RowKey eq '127.0.0.1-12345-9') or (RowKey eq 'VersionRow'))""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_GetGateways']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey eq 'test-91c21fb6-5730-4388-8c8e-dd90a8ac10bc') and ((RowKey eq '127.0.0.1-12345-1') or (RowKey eq 'VersionRow'))""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_ReadRow_Insert_Read']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey eq 'test-94d1b83e-1668-4660-a8b9-edba380b4f6f') and ((RowKey eq '127.0.0.1-12345-1') or (RowKey eq 'VersionRow'))""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_ReadRow_Insert_Read']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey eq 'test-d63356fe-eabf-4e8e-86a5-4df4413a64f9') and ((RowKey eq '127.0.0.1-12345-1') or (RowKey eq 'VersionRow'))""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_ReadRow_Insert_Read']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey eq 'test-e17e09dd-7426-4f66-9526-51b5109baab5') and ((RowKey eq '127.0.0.1-12345-1') or (RowKey eq 'VersionRow'))""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_GetGateways']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey eq 'test-e17e09dd-7426-4f66-9526-51b5109baab5') and ((RowKey eq '127.0.0.1-12345-10') or (RowKey eq 'VersionRow'))""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_GetGateways']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey eq 'test-e17e09dd-7426-4f66-9526-51b5109baab5') and ((RowKey eq '127.0.0.1-12345-2') or (RowKey eq 'VersionRow'))""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_GetGateways']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey eq 'test-e17e09dd-7426-4f66-9526-51b5109baab5') and ((RowKey eq '127.0.0.1-12345-3') or (RowKey eq 'VersionRow'))""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_GetGateways']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey eq 'test-e17e09dd-7426-4f66-9526-51b5109baab5') and ((RowKey eq '127.0.0.1-12345-4') or (RowKey eq 'VersionRow'))""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_GetGateways']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey eq 'test-e17e09dd-7426-4f66-9526-51b5109baab5') and ((RowKey eq '127.0.0.1-12345-5') or (RowKey eq 'VersionRow'))""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_GetGateways']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey eq 'test-e17e09dd-7426-4f66-9526-51b5109baab5') and ((RowKey eq '127.0.0.1-12345-6') or (RowKey eq 'VersionRow'))""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_GetGateways']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey eq 'test-e17e09dd-7426-4f66-9526-51b5109baab5') and ((RowKey eq '127.0.0.1-12345-7') or (RowKey eq 'VersionRow'))""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_GetGateways']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey eq 'test-e17e09dd-7426-4f66-9526-51b5109baab5') and ((RowKey eq '127.0.0.1-12345-8') or (RowKey eq 'VersionRow'))""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_GetGateways']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey eq 'test-e17e09dd-7426-4f66-9526-51b5109baab5') and ((RowKey eq '127.0.0.1-12345-9') or (RowKey eq 'VersionRow'))""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_GetGateways']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey eq 'test-fa05b4c9-a6a3-49c6-a970-ce35a91d0699') and ((RowKey eq '127.0.0.1-12345-1') or (RowKey eq 'VersionRow'))""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_GetGateways']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey eq 'test-fa05b4c9-a6a3-49c6-a970-ce35a91d0699') and ((RowKey eq '127.0.0.1-12345-10') or (RowKey eq 'VersionRow'))""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_GetGateways']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey eq 'test-fa05b4c9-a6a3-49c6-a970-ce35a91d0699') and ((RowKey eq '127.0.0.1-12345-2') or (RowKey eq 'VersionRow'))""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_GetGateways']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey eq 'test-fa05b4c9-a6a3-49c6-a970-ce35a91d0699') and ((RowKey eq '127.0.0.1-12345-3') or (RowKey eq 'VersionRow'))""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_GetGateways']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey eq 'test-fa05b4c9-a6a3-49c6-a970-ce35a91d0699') and ((RowKey eq '127.0.0.1-12345-4') or (RowKey eq 'VersionRow'))""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_GetGateways']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey eq 'test-fa05b4c9-a6a3-49c6-a970-ce35a91d0699') and ((RowKey eq '127.0.0.1-12345-5') or (RowKey eq 'VersionRow'))""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_GetGateways']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey eq 'test-fa05b4c9-a6a3-49c6-a970-ce35a91d0699') and ((RowKey eq '127.0.0.1-12345-6') or (RowKey eq 'VersionRow'))""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_GetGateways']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey eq 'test-fa05b4c9-a6a3-49c6-a970-ce35a91d0699') and ((RowKey eq '127.0.0.1-12345-7') or (RowKey eq 'VersionRow'))""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_GetGateways']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey eq 'test-fa05b4c9-a6a3-49c6-a970-ce35a91d0699') and ((RowKey eq '127.0.0.1-12345-8') or (RowKey eq 'VersionRow'))""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_GetGateways']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey eq 'test-fa05b4c9-a6a3-49c6-a970-ce35a91d0699') and ((RowKey eq '127.0.0.1-12345-9') or (RowKey eq 'VersionRow'))""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_GetGateways']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""PartitionKey eq 'test-06c57301-a3e0-4758-aae5-a391e2b477dd'""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_Init']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""PartitionKey eq 'test-0abecf03-6e68-4904-8f7e-559c6fa6fbc1'""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_UpdateRowInParallel']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""PartitionKey eq 'test-0b86fcc9-fcb1-46e5-a565-3d9724d8bb4f' and Status eq 'Active' and ProxyPort ne '0'""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_GetGateways']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""PartitionKey eq 'test-0b86fcc9-fcb1-46e5-a565-3d9724d8bb4f'""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_GetGateways']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""PartitionKey eq 'test-12e0b892-2b61-4205-93fd-f7817a5269bc'""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_Init']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""PartitionKey eq 'test-1e8bed70-c4a3-4947-ad1b-1ad9651cc98c'""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_ReadRow_Insert_Read']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""PartitionKey eq 'test-1fea0334-3995-46ff-8e4a-6117b628ddb8'""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_UpdateRow']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""PartitionKey eq 'test-2122dde6-3cd5-4a17-87e8-12fd38670543'""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_UpdateIAmAlive']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""PartitionKey eq 'test-270bfa4f-4aa8-44d5-a33c-73a55e3ddd7f'""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_Init']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""PartitionKey eq 'test-2d09c6c1-cabb-4a59-a6c4-8036e8a96b4f'""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_ReadRow_Insert_Read']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""PartitionKey eq 'test-2ebea292-8c29-4e89-a8b7-5c3a8929434c'""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_UpdateRowInParallel']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""PartitionKey eq 'test-331985c4-649b-4470-8fbb-b44c66cd6da2'""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_UpdateRowInParallel']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""PartitionKey eq 'test-3565e351-75c3-4438-9d02-47fbeacf5064'""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_UpdateRowInParallel']
