REST_API	TESTS_CALLING_THE_REST_API
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansReminders() status_code = 200 reason_phrase = OK $filter=[""((PartitionKey gt '71545e86f5094588ab1c6a140876c978_') and (PartitionKey le '71545e86f5094588ab1c6a140876c978_02097F67')) or ((PartitionKey gt '71545e86f5094588ab1c6a140876c978_FD001CCB') and (PartitionKey lt '71545e86f5094588ab1c6a140876c978`'))""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_Restart']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansReminders() status_code = 200 reason_phrase = OK $filter=[""((PartitionKey gt 'ba8c309c3d4e49d0b1b5ce0a8557aae0_') and (PartitionKey le 'ba8c309c3d4e49d0b1b5ce0a8557aae0_012A2BE6')) or ((PartitionKey gt 'ba8c309c3d4e49d0b1b5ce0a8557aae0_FD622878') and (PartitionKey lt 'ba8c309c3d4e49d0b1b5ce0a8557aae0`'))""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_Restart']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansReminders() status_code = 200 reason_phrase = OK $filter=[""((PartitionKey gt 'd93c69cdd41a49e5a5f8ab519b604008_') and (PartitionKey le 'd93c69cdd41a49e5a5f8ab519b604008_024103D1')) or ((PartitionKey gt 'd93c69cdd41a49e5a5f8ab519b604008_F6B7E473') and (PartitionKey lt 'd93c69cdd41a49e5a5f8ab519b604008`'))""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_ListOps']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansReminders() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey eq '006647e00d06467686e3d5e203de34f9_3BBB6EE8') and ((RowKey gt 'remindertestgrain2_c85ee90dad0d484e80c4f92e1723c920-') and (RowKey le 'remindertestgrain2_c85ee90dad0d484e80c4f92e1723c920.'))""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_ListOps']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansReminders() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey eq '006647e00d06467686e3d5e203de34f9_B7962C25') and ((RowKey gt 'remindertestgrain2_7dba49a67fd04870bacb591d9bb0c6bf-') and (RowKey le 'remindertestgrain2_7dba49a67fd04870bacb591d9bb0c6bf.'))""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_ListOps']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansReminders() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey eq '1507ba3e3e1c48b8985b178f7310c876_38AFD50F') and ((RowKey gt 'remindertestgrain2_8d2ed772fcbe414d8dd99e87c052d597-') and (RowKey le 'remindertestgrain2_8d2ed772fcbe414d8dd99e87c052d597.'))""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_Restart']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansReminders() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey eq '1507ba3e3e1c48b8985b178f7310c876_7B9E55C8') and ((RowKey gt 'remindertestgrain2_e26a71017acb4adc9a4ee6619da107b7-') and (RowKey le 'remindertestgrain2_e26a71017acb4adc9a4ee6619da107b7.'))""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_Restart']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansReminders() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey eq '3b8b371c12ba42f58a1d522bbd852c50_58E2ABCE') and ((RowKey gt 'remindertestgrain2_4f38c5a0aeae4510bf715699da63b4a2-') and (RowKey le 'remindertestgrain2_4f38c5a0aeae4510bf715699da63b4a2.'))""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_Restart']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansReminders() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey eq '3b8b371c12ba42f58a1d522bbd852c50_E4643EAE') and ((RowKey gt 'remindertestgrain2_fd9ee5b140ea44758753fb3152e3be1f-') and (RowKey le 'remindertestgrain2_fd9ee5b140ea44758753fb3152e3be1f.'))""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_Restart']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansReminders() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey eq '3c1ddc580de84c2ea126535aaf6fce6f_8B0FDDC3') and ((RowKey gt 'remindertestgrain2_b870fa32976a4b3cac33ba3ff8784d81-') and (RowKey le 'remindertestgrain2_b870fa32976a4b3cac33ba3ff8784d81.'))""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_ListOps']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansReminders() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey eq '3c1ddc580de84c2ea126535aaf6fce6f_F89291FB') and ((RowKey gt 'remindertestgrain2_92863814dcb6480e9c0c0bb36df08b99-') and (RowKey le 'remindertestgrain2_92863814dcb6480e9c0c0bb36df08b99.'))""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_ListOps']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansReminders() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey eq '6477558a2a174caebc0a7f259fbd46b0_21E54BE2') and ((RowKey gt 'remindertestgrain2_18e73fe50eed453fb25d87e82ba7044b-') and (RowKey le 'remindertestgrain2_18e73fe50eed453fb25d87e82ba7044b.'))""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_ListOps']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansReminders() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey eq '6477558a2a174caebc0a7f259fbd46b0_947AC274') and ((RowKey gt 'remindertestgrain2_42d23fefde814ce6b2ce777c32817007-') and (RowKey le 'remindertestgrain2_42d23fefde814ce6b2ce777c32817007.'))""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_ListOps']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansReminders() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey eq '71545e86f5094588ab1c6a140876c978_4828F92F') and ((RowKey gt 'remindertestgrain2_75ea3152a8484349be94a7b67a595034-') and (RowKey le 'remindertestgrain2_75ea3152a8484349be94a7b67a595034.'))""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_Restart']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansReminders() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey eq '71545e86f5094588ab1c6a140876c978_7A7EF900') and ((RowKey gt 'remindertestgrain2_d36bcf65f1e046bcac9d4d8edef261ea-') and (RowKey le 'remindertestgrain2_d36bcf65f1e046bcac9d4d8edef261ea.'))""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_Restart']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansReminders() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey eq 'ba8c309c3d4e49d0b1b5ce0a8557aae0_580BFE0E') and ((RowKey gt 'remindertestgrain2_9a0e185078564c15b445973a93050e27-') and (RowKey le 'remindertestgrain2_9a0e185078564c15b445973a93050e27.'))""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_Restart']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansReminders() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey eq 'ba8c309c3d4e49d0b1b5ce0a8557aae0_8611E9A8') and ((RowKey gt 'remindertestgrain2_9605d4fd2e6d4d71874a79f19c9b8c95-') and (RowKey le 'remindertestgrain2_9605d4fd2e6d4d71874a79f19c9b8c95.'))""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_Restart']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansReminders() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey eq 'd93c69cdd41a49e5a5f8ab519b604008_28C91A7E') and ((RowKey gt 'remindertestgrain2_3c13573764b14c999a0684dc32c15d24-') and (RowKey le 'remindertestgrain2_3c13573764b14c999a0684dc32c15d24.'))""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_ListOps']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansReminders() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey eq 'd93c69cdd41a49e5a5f8ab519b604008_58B3B6B3') and ((RowKey gt 'remindertestgrain2_6bd9edad869841d2b603fd8b75845674-') and (RowKey le 'remindertestgrain2_6bd9edad869841d2b603fd8b75845674.'))""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_ListOps']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansReminders() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey gt '006647e00d06467686e3d5e203de34f9_') and (PartitionKey lt '006647e00d06467686e3d5e203de34f9`')""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_ListOps']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansReminders() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey gt '006647e00d06467686e3d5e203de34f9_0470460D') and (PartitionKey le '006647e00d06467686e3d5e203de34f9_06487FCB')""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_ListOps']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansReminders() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey gt '006647e00d06467686e3d5e203de34f9_06487FCB') and (PartitionKey le '006647e00d06467686e3d5e203de34f9_1D806C05')""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_ListOps']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansReminders() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey gt '006647e00d06467686e3d5e203de34f9_1D806C05') and (PartitionKey le '006647e00d06467686e3d5e203de34f9_2745F0D0')""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_ListOps']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansReminders() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey gt '006647e00d06467686e3d5e203de34f9_2745F0D0') and (PartitionKey le '006647e00d06467686e3d5e203de34f9_307B506F')""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_ListOps']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansReminders() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey gt '006647e00d06467686e3d5e203de34f9_307B506F') and (PartitionKey le '006647e00d06467686e3d5e203de34f9_31854D00')""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_ListOps']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansReminders() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey gt '006647e00d06467686e3d5e203de34f9_31854D00') and (PartitionKey le '006647e00d06467686e3d5e203de34f9_33F74C10')""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_ListOps']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansReminders() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey gt '006647e00d06467686e3d5e203de34f9_33F74C10') and (PartitionKey le '006647e00d06467686e3d5e203de34f9_3CBC9CB7')""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_ListOps']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansReminders() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey gt '006647e00d06467686e3d5e203de34f9_3CBC9CB7') and (PartitionKey le '006647e00d06467686e3d5e203de34f9_49D4BD91')""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_ListOps']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansReminders() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey gt '006647e00d06467686e3d5e203de34f9_49D4BD91') and (PartitionKey le '006647e00d06467686e3d5e203de34f9_4E225068')""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_ListOps']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansReminders() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey gt '006647e00d06467686e3d5e203de34f9_4E225068') and (PartitionKey le '006647e00d06467686e3d5e203de34f9_5321A1DA')""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_ListOps']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansReminders() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey gt '006647e00d06467686e3d5e203de34f9_5321A1DA') and (PartitionKey le '006647e00d06467686e3d5e203de34f9_6574F6EF')""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_ListOps']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansReminders() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey gt '006647e00d06467686e3d5e203de34f9_6574F6EF') and (PartitionKey le '006647e00d06467686e3d5e203de34f9_6CA68671')""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_ListOps']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansReminders() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey gt '006647e00d06467686e3d5e203de34f9_6CA68671') and (PartitionKey le '006647e00d06467686e3d5e203de34f9_813052C3')""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_ListOps']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansReminders() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey gt '006647e00d06467686e3d5e203de34f9_813052C3') and (PartitionKey le '006647e00d06467686e3d5e203de34f9_84F1636B')""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_ListOps']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansReminders() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey gt '006647e00d06467686e3d5e203de34f9_84F1636B') and (PartitionKey le '006647e00d06467686e3d5e203de34f9_975F30E6')""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_ListOps']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansReminders() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey gt '006647e00d06467686e3d5e203de34f9_975F30E6') and (PartitionKey le '006647e00d06467686e3d5e203de34f9_9C2774BE')""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_ListOps']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansReminders() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey gt '006647e00d06467686e3d5e203de34f9_9C2774BE') and (PartitionKey le '006647e00d06467686e3d5e203de34f9_A371B78A')""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_ListOps']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansReminders() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey gt '006647e00d06467686e3d5e203de34f9_A371B78A') and (PartitionKey le '006647e00d06467686e3d5e203de34f9_C11367D7')""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_ListOps']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansReminders() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey gt '006647e00d06467686e3d5e203de34f9_C11367D7') and (PartitionKey le '006647e00d06467686e3d5e203de34f9_C8BF30C2')""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_ListOps']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansReminders() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey gt '006647e00d06467686e3d5e203de34f9_C8BF30C2') and (PartitionKey le '006647e00d06467686e3d5e203de34f9_D05A7E63')""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_ListOps']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansReminders() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey gt '006647e00d06467686e3d5e203de34f9_D05A7E63') and (PartitionKey le '006647e00d06467686e3d5e203de34f9_E03A8516')""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_ListOps']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansReminders() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey gt '006647e00d06467686e3d5e203de34f9_E03A8516') and (PartitionKey le '006647e00d06467686e3d5e203de34f9_E22D6810')""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_ListOps']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansReminders() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey gt '006647e00d06467686e3d5e203de34f9_E22D6810') and (PartitionKey le '006647e00d06467686e3d5e203de34f9_E80C5A5C')""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_ListOps']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansReminders() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey gt '006647e00d06467686e3d5e203de34f9_E80C5A5C') and (PartitionKey le '006647e00d06467686e3d5e203de34f9_EB5AB02E')""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_ListOps']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansReminders() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey gt '006647e00d06467686e3d5e203de34f9_EB5AB02E') and (PartitionKey le '006647e00d06467686e3d5e203de34f9_F2D80F3F')""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_ListOps']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansReminders() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey gt '006647e00d06467686e3d5e203de34f9_F2D80F3F') and (PartitionKey le '006647e00d06467686e3d5e203de34f9_F755D6D8')""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_ListOps']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansReminders() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey gt '006647e00d06467686e3d5e203de34f9_F755D6D8') and (PartitionKey le '006647e00d06467686e3d5e203de34f9_FA929707')""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_ListOps']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansReminders() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey gt '006647e00d06467686e3d5e203de34f9_FA929707') and (PartitionKey le '006647e00d06467686e3d5e203de34f9_FE31A718')""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_ListOps']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansReminders() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey gt '1507ba3e3e1c48b8985b178f7310c876_') and (PartitionKey lt '1507ba3e3e1c48b8985b178f7310c876`')""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_Restart']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansReminders() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey gt '1507ba3e3e1c48b8985b178f7310c876_083F8D33') and (PartitionKey le '1507ba3e3e1c48b8985b178f7310c876_1C20F9DF')""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_Restart']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansReminders() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey gt '1507ba3e3e1c48b8985b178f7310c876_1C20F9DF') and (PartitionKey le '1507ba3e3e1c48b8985b178f7310c876_20B215A0')""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_Restart']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansReminders() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey gt '1507ba3e3e1c48b8985b178f7310c876_20B215A0') and (PartitionKey le '1507ba3e3e1c48b8985b178f7310c876_284DBF49')""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_Restart']
