SDK_API	TESTS_CALLING_THE_SDK_API
Azure.Data.Tables;Azure.Data.Tables.TableClient.CreateIfNotExistsAsync(System.Threading.CancellationToken)	['Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_ListOps', 'Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_Restart']
Azure.Data.Tables;Azure.Data.Tables.TableClient.SubmitTransactionAsync(System.Collections.Generic.IEnumerable`1[Azure.Data.Tables.TableTransactionAction],System.Threading.CancellationToken)	['Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_ListOps']
Azure.Data.Tables;Azure.Data.Tables.TableClient.UpsertEntityAsync(!!0,Azure.Data.Tables.TableUpdateMode,System.Threading.CancellationToken)	['Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_ListOps', 'Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_Restart']
Azure.Data.Tables;Azure.Data.Tables.TableRestClient.QueryEntitiesAsync(string,System.Nullable`1[int],string,string,Azure.Data.Tables.Models.QueryOptions,System.Threading.CancellationToken)	['Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_ListOps', 'Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_Restart']
Azure.Data.Tables;Azure.Data.Tables.TableClient.DeleteEntityAsync(string,string,Azure.ETag,System.Threading.CancellationToken)	['Tester.AzureUtils.TimerTests.ReminderTests_AzureTable.Rem_Azure_Basic_Restart']
