SDK_API	TESTS_CALLING_THE_SDK_API
Azure.Data.Tables;Azure.Data.Tables.TableClient.AddEntityAsync(!!0,System.Threading.CancellationToken)	['Tester.AzureUtils.Persistence.PersistenceStateTests_AzureTableGrainStorage.Grain_AzureTableGrainStorage_SiloRestart', 'Tester.AzureUtils.Persistence.PersistenceStateTests_AzureTableGrainStorage.Grain_GuidKeyExtended_AzureTableGrainStorage_Read_Write', 'Tester.AzureUtils.Persistence.PersistenceStateTests_AzureTableGrainStorage.Grain_GuidKey_AzureTableGrainStorage_Read_Write', 'Tester.AzureUtils.Persistence.PersistenceStateTests_AzureTableGrainStorage.Grain_LongKeyExtended_AzureTableGrainStorage_Read_Write', 'Tester.AzureUtils.Persistence.PersistenceStateTests_AzureTableGrainStorage.Grain_LongKey_AzureTableGrainStorage_Read_Write']
Azure.Data.Tables;Azure.Data.Tables.TableClient.CreateIfNotExistsAsync(System.Threading.CancellationToken)	['Tester.AzureUtils.Persistence.PersistenceStateTests_AzureTableGrainStorage.Grain_AzureTableGrainStorage_SiloRestart', 'Tester.AzureUtils.Persistence.PersistenceStateTests_AzureTableGrainStorage.Grain_GuidKeyExtended_AzureTableGrainStorage_Read_Write', 'Tester.AzureUtils.Persistence.PersistenceStateTests_AzureTableGrainStorage.Grain_GuidKey_AzureTableGrainStorage_Read_Write', 'Tester.AzureUtils.Persistence.PersistenceStateTests_AzureTableGrainStorage.Grain_LongKeyExtended_AzureTableGrainStorage_Read_Write', 'Tester.AzureUtils.Persistence.PersistenceStateTests_AzureTableGrainStorage.Grain_LongKey_AzureTableGrainStorage_Read_Write']
Azure.Data.Tables;Azure.Data.Tables.TableClient.GetEntityAsync(string,string,System.Collections.Generic.IEnumerable`1[string],System.Threading.CancellationToken)	['Tester.AzureUtils.Persistence.PersistenceStateTests_AzureTableGrainStorage.Grain_AzureTableGrainStorage_SiloRestart', 'Tester.AzureUtils.Persistence.PersistenceStateTests_AzureTableGrainStorage.Grain_GuidKeyExtended_AzureTableGrainStorage_Read_Write', 'Tester.AzureUtils.Persistence.PersistenceStateTests_AzureTableGrainStorage.Grain_GuidKey_AzureTableGrainStorage_Read_Write', 'Tester.AzureUtils.Persistence.PersistenceStateTests_AzureTableGrainStorage.Grain_LongKeyExtended_AzureTableGrainStorage_Read_Write', 'Tester.AzureUtils.Persistence.PersistenceStateTests_AzureTableGrainStorage.Grain_LongKey_AzureTableGrainStorage_Read_Write']
Azure.Data.Tables;Azure.Data.Tables.TableClient.SubmitTransactionAsync(System.Collections.Generic.IEnumerable`1[Azure.Data.Tables.TableTransactionAction],System.Threading.CancellationToken)	['Tester.AzureUtils.Persistence.PersistenceStateTests_AzureTableGrainStorage.Grain_AzureTableGrainStorage_SiloRestart', 'Tester.AzureUtils.Persistence.PersistenceStateTests_AzureTableGrainStorage.Grain_GuidKeyExtended_AzureTableGrainStorage_Read_Write', 'Tester.AzureUtils.Persistence.PersistenceStateTests_AzureTableGrainStorage.Grain_GuidKey_AzureTableGrainStorage_Read_Write', 'Tester.AzureUtils.Persistence.PersistenceStateTests_AzureTableGrainStorage.Grain_LongKeyExtended_AzureTableGrainStorage_Read_Write', 'Tester.AzureUtils.Persistence.PersistenceStateTests_AzureTableGrainStorage.Grain_LongKey_AzureTableGrainStorage_Read_Write']
Azure.Data.Tables;Azure.Data.Tables.TableClient.UpdateEntityAsync(!!0,Azure.ETag,Azure.Data.Tables.TableUpdateMode,System.Threading.CancellationToken)	['Tester.AzureUtils.Persistence.PersistenceStateTests_AzureTableGrainStorage.Grain_AzureTableGrainStorage_SiloRestart', 'Tester.AzureUtils.Persistence.PersistenceStateTests_AzureTableGrainStorage.Grain_GuidKeyExtended_AzureTableGrainStorage_Read_Write', 'Tester.AzureUtils.Persistence.PersistenceStateTests_AzureTableGrainStorage.Grain_GuidKey_AzureTableGrainStorage_Read_Write', 'Tester.AzureUtils.Persistence.PersistenceStateTests_AzureTableGrainStorage.Grain_LongKeyExtended_AzureTableGrainStorage_Read_Write', 'Tester.AzureUtils.Persistence.PersistenceStateTests_AzureTableGrainStorage.Grain_LongKey_AzureTableGrainStorage_Read_Write']
Azure.Data.Tables;Azure.Data.Tables.TableRestClient.QueryEntitiesAsync(string,System.Nullable`1[int],string,string,Azure.Data.Tables.Models.QueryOptions,System.Threading.CancellationToken)	['Tester.AzureUtils.Persistence.PersistenceStateTests_AzureTableGrainStorage.Grain_AzureTableGrainStorage_SiloRestart', 'Tester.AzureUtils.Persistence.PersistenceStateTests_AzureTableGrainStorage.Grain_GuidKeyExtended_AzureTableGrainStorage_Read_Write', 'Tester.AzureUtils.Persistence.PersistenceStateTests_AzureTableGrainStorage.Grain_GuidKey_AzureTableGrainStorage_Read_Write', 'Tester.AzureUtils.Persistence.PersistenceStateTests_AzureTableGrainStorage.Grain_LongKeyExtended_AzureTableGrainStorage_Read_Write', 'Tester.AzureUtils.Persistence.PersistenceStateTests_AzureTableGrainStorage.Grain_LongKey_AzureTableGrainStorage_Read_Write']
