REST_API	TESTS_CALLING_THE_REST_API
orleanstest12.blob.core.windows.net DELETE Path = /grainstate/state-tinyname%601%5B%5Bint%5D%5D/0d795b1379594abf9fa29b7de0528b67.json status_code = 404 reason_phrase = The specified blob does not exist.	['Tester.AzureUtils.General.GenericGrainsInAzureBlobStorageTests.Generic_OnAzureBlobStorage_ShortNamedGrain_EchoValue']
orleanstest12.blob.core.windows.net DELETE Path = /grainstate/state-tinyname%601%5B%5Bint%5D%5D/0d795b1379594abf9fa29b7de0528b67.json status_code = 408 reason_phrase = Accepted injected	['Tester.AzureUtils.General.GenericGrainsInAzureBlobStorageTests.Generic_OnAzureBlobStorage_ShortNamedGrain_EchoValue']
orleanstest12.blob.core.windows.net DELETE Path = /grainstate/state-tinyname%601%5B%5Bint%5D%5D/129598aa77c74384876d4bc80e8267d7.json status_code = 202 reason_phrase = Accepted	['Tester.AzureUtils.General.GenericGrainsInAzureBlobStorageTests.Generic_OnAzureBlobStorage_ShortNamedGrain_EchoValue']
orleanstest12.blob.core.windows.net DELETE Path = /grainstate/state-tinyname%601%5B%5Bint%5D%5D/9712e4cc97da4795bd6dfde305a0bcab.json status_code = 202 reason_phrase = Accepted	['Tester.AzureUtils.General.GenericGrainsInAzureBlobStorageTests.Generic_OnAzureBlobStorage_ShortNamedGrain_EchoValue']
orleanstest12.blob.core.windows.net GET Path = /grainstate/state-simplegenericgrainusingazurestorageandlonggrainname%601%5B%5Bint%5D%5D/364283fe8c90472b8b8bd405c2b49e02.json status_code = 404 reason_phrase = The specified blob does not exist.	['Tester.AzureUtils.General.GenericGrainsInAzureBlobStorageTests.Generic_OnAzureBlobStorage_LongNamedGrain_EchoValue']
orleanstest12.blob.core.windows.net GET Path = /grainstate/state-simplegenericgrainusingazurestorageandlonggrainname%601%5B%5Bint%5D%5D/364283fe8c90472b8b8bd405c2b49e02.json status_code = 408 reason_phrase = The specified blob does not exist. injected	['Tester.AzureUtils.General.GenericGrainsInAzureBlobStorageTests.Generic_OnAzureBlobStorage_LongNamedGrain_EchoValue']
orleanstest12.blob.core.windows.net GET Path = /grainstate/state-simplegenericgrainusingazurestorageandlonggrainname%601%5B%5Bint%5D%5D/82ae63fcd2794a289608ca9a6531349d.json status_code = 404 reason_phrase = The specified blob does not exist.	['Tester.AzureUtils.General.GenericGrainsInAzureBlobStorageTests.Generic_OnAzureBlobStorage_LongNamedGrain_EchoValue']
orleanstest12.blob.core.windows.net GET Path = /grainstate/state-simplegenericgrainusingazurestorageandlonggrainname%601%5B%5Bint%5D%5D/9689a683da2b4bbabe9611ae3017b05c.json status_code = 404 reason_phrase = The specified blob does not exist.	['Tester.AzureUtils.General.GenericGrainsInAzureBlobStorageTests.Generic_OnAzureBlobStorage_LongNamedGrain_EchoValue']
orleanstest12.blob.core.windows.net GET Path = /grainstate/state-simplegenericgrainusingazurestorageandlonggrainname%601%5B%5Bint%5D%5D/e35deafe130344ebb5c60d958a1c9e28.json status_code = 404 reason_phrase = The specified blob does not exist.	['Tester.AzureUtils.General.GenericGrainsInAzureBlobStorageTests.Generic_OnAzureBlobStorage_LongNamedGrain_EchoValue']
orleanstest12.blob.core.windows.net GET Path = /grainstate/state-tinyname%601%5B%5Bint%5D%5D/0d795b1379594abf9fa29b7de0528b67.json status_code = 404 reason_phrase = The specified blob does not exist.	['Tester.AzureUtils.General.GenericGrainsInAzureBlobStorageTests.Generic_OnAzureBlobStorage_ShortNamedGrain_EchoValue']
orleanstest12.blob.core.windows.net GET Path = /grainstate/state-tinyname%601%5B%5Bint%5D%5D/129598aa77c74384876d4bc80e8267d7.json status_code = 404 reason_phrase = The specified blob does not exist.	['Tester.AzureUtils.General.GenericGrainsInAzureBlobStorageTests.Generic_OnAzureBlobStorage_ShortNamedGrain_EchoValue']
orleanstest12.blob.core.windows.net GET Path = /grainstate/state-tinyname%601%5B%5Bint%5D%5D/129598aa77c74384876d4bc80e8267d7.json status_code = 408 reason_phrase = The specified blob does not exist. injected	['Tester.AzureUtils.General.GenericGrainsInAzureBlobStorageTests.Generic_OnAzureBlobStorage_ShortNamedGrain_EchoValue']
orleanstest12.blob.core.windows.net GET Path = /grainstate/state-tinyname%601%5B%5Bint%5D%5D/7d61f4c12ef94643aa127cdad2f82347.json status_code = 404 reason_phrase = The specified blob does not exist.	['Tester.AzureUtils.General.GenericGrainsInAzureBlobStorageTests.Generic_OnAzureBlobStorage_ShortNamedGrain_EchoValue']
orleanstest12.blob.core.windows.net GET Path = /grainstate/state-tinyname%601%5B%5Bint%5D%5D/9712e4cc97da4795bd6dfde305a0bcab.json status_code = 404 reason_phrase = The specified blob does not exist.	['Tester.AzureUtils.General.GenericGrainsInAzureBlobStorageTests.Generic_OnAzureBlobStorage_ShortNamedGrain_EchoValue']
orleanstest12.blob.core.windows.net PUT Path = /grainstate status_code = 408 reason_phrase = The specified container already exists. injected restype=['container']	['Tester.AzureUtils.General.GenericGrainsInAzureBlobStorageTests.Generic_OnAzureBlobStorage_LongNamedGrain_EchoValue', 'Tester.AzureUtils.General.GenericGrainsInAzureBlobStorageTests.Generic_OnAzureBlobStorage_ShortNamedGrain_EchoValue']
orleanstest12.blob.core.windows.net PUT Path = /grainstate status_code = 409 reason_phrase = The specified container already exists. restype=['container']	['Tester.AzureUtils.General.GenericGrainsInAzureBlobStorageTests.Generic_OnAzureBlobStorage_LongNamedGrain_EchoValue', 'Tester.AzureUtils.General.GenericGrainsInAzureBlobStorageTests.Generic_OnAzureBlobStorage_ShortNamedGrain_EchoValue']
orleanstest12.blob.core.windows.net PUT Path = /grainstate/state-simplegenericgrainusingazurestorageandlonggrainname%601%5B%5Bint%5D%5D/364283fe8c90472b8b8bd405c2b49e02.json status_code = 201 reason_phrase = Created	['Tester.AzureUtils.General.GenericGrainsInAzureBlobStorageTests.Generic_OnAzureBlobStorage_LongNamedGrain_EchoValue']
orleanstest12.blob.core.windows.net PUT Path = /grainstate/state-simplegenericgrainusingazurestorageandlonggrainname%601%5B%5Bint%5D%5D/82ae63fcd2794a289608ca9a6531349d.json status_code = 408 reason_phrase = Created injected	['Tester.AzureUtils.General.GenericGrainsInAzureBlobStorageTests.Generic_OnAzureBlobStorage_LongNamedGrain_EchoValue']
orleanstest12.blob.core.windows.net PUT Path = /grainstate/state-simplegenericgrainusingazurestorageandlonggrainname%601%5B%5Bint%5D%5D/82ae63fcd2794a289608ca9a6531349d.json status_code = 409 reason_phrase = The specified blob already exists.	['Tester.AzureUtils.General.GenericGrainsInAzureBlobStorageTests.Generic_OnAzureBlobStorage_LongNamedGrain_EchoValue']
orleanstest12.blob.core.windows.net PUT Path = /grainstate/state-simplegenericgrainusingazurestorageandlonggrainname%601%5B%5Bint%5D%5D/9689a683da2b4bbabe9611ae3017b05c.json status_code = 201 reason_phrase = Created	['Tester.AzureUtils.General.GenericGrainsInAzureBlobStorageTests.Generic_OnAzureBlobStorage_LongNamedGrain_EchoValue']
orleanstest12.blob.core.windows.net PUT Path = /grainstate/state-simplegenericgrainusingazurestorageandlonggrainname%601%5B%5Bint%5D%5D/e35deafe130344ebb5c60d958a1c9e28.json status_code = 201 reason_phrase = Created	['Tester.AzureUtils.General.GenericGrainsInAzureBlobStorageTests.Generic_OnAzureBlobStorage_LongNamedGrain_EchoValue']
orleanstest12.blob.core.windows.net PUT Path = /grainstate/state-tinyname%601%5B%5Bint%5D%5D/0d795b1379594abf9fa29b7de0528b67.json status_code = 201 reason_phrase = Created	['Tester.AzureUtils.General.GenericGrainsInAzureBlobStorageTests.Generic_OnAzureBlobStorage_ShortNamedGrain_EchoValue']
orleanstest12.blob.core.windows.net PUT Path = /grainstate/state-tinyname%601%5B%5Bint%5D%5D/129598aa77c74384876d4bc80e8267d7.json status_code = 201 reason_phrase = Created	['Tester.AzureUtils.General.GenericGrainsInAzureBlobStorageTests.Generic_OnAzureBlobStorage_ShortNamedGrain_EchoValue']
orleanstest12.blob.core.windows.net PUT Path = /grainstate/state-tinyname%601%5B%5Bint%5D%5D/7d61f4c12ef94643aa127cdad2f82347.json status_code = 408 reason_phrase = Created injected	['Tester.AzureUtils.General.GenericGrainsInAzureBlobStorageTests.Generic_OnAzureBlobStorage_ShortNamedGrain_EchoValue']
orleanstest12.blob.core.windows.net PUT Path = /grainstate/state-tinyname%601%5B%5Bint%5D%5D/7d61f4c12ef94643aa127cdad2f82347.json status_code = 409 reason_phrase = The specified blob already exists.	['Tester.AzureUtils.General.GenericGrainsInAzureBlobStorageTests.Generic_OnAzureBlobStorage_ShortNamedGrain_EchoValue']
orleanstest12.blob.core.windows.net PUT Path = /grainstate/state-tinyname%601%5B%5Bint%5D%5D/9712e4cc97da4795bd6dfde305a0bcab.json status_code = 201 reason_phrase = Created	['Tester.AzureUtils.General.GenericGrainsInAzureBlobStorageTests.Generic_OnAzureBlobStorage_ShortNamedGrain_EchoValue']
orleanstest12.table.core.windows.net DELETE Path = /GrainDirectory(PartitionKey='00d454e1c44c4b94b7d8c2f4093d4b91',RowKey='user%252fsomeraondomuser_6a92d907e5914137a6224f1c0b91e64c') status_code = 204 reason_phrase = No Content $format=['application/json;odata=minimalmetadata']	['Tester.AzureUtils.AzureTableGrainDirectoryTests.RegisterLookupUnregisterLookup']
orleanstest12.table.core.windows.net DELETE Path = /GrainDirectory(PartitionKey='3f24f253d0c0462f8d29822f1228febc',RowKey='user%252fsomeraondomuser_667f39cebba24576a9a1b79ce08411e1') status_code = 204 reason_phrase = No Content $format=['application/json;odata=minimalmetadata']	['Tester.AzureUtils.AzureTableGrainDirectoryTests.RegisterLookupUnregisterLookup']
orleanstest12.table.core.windows.net DELETE Path = /GrainDirectory(PartitionKey='586b6283528f433894e4e4363351a8ac',RowKey='user%252fsomeraondomuser_2f5d33c9bd9441a586e03f5f52bb5c4e') status_code = 404 reason_phrase = Not Found $format=['application/json;odata=minimalmetadata']	['Tester.AzureUtils.AzureTableGrainDirectoryTests.RegisterLookupUnregisterLookup']
orleanstest12.table.core.windows.net DELETE Path = /GrainDirectory(PartitionKey='586b6283528f433894e4e4363351a8ac',RowKey='user%252fsomeraondomuser_2f5d33c9bd9441a586e03f5f52bb5c4e') status_code = 408 reason_phrase = No Content injected $format=['application/json;odata=minimalmetadata']	['Tester.AzureUtils.AzureTableGrainDirectoryTests.RegisterLookupUnregisterLookup']
orleanstest12.table.core.windows.net DELETE Path = /GrainDirectory(PartitionKey='95c57ad5a196497f81caa907c5ebbeba',RowKey='user%252fsomeraondomuser_e832297580d047aba07a7bbe9156d5d6') status_code = 204 reason_phrase = No Content $format=['application/json;odata=minimalmetadata']	['Tester.AzureUtils.AzureTableGrainDirectoryTests.RegisterLookupUnregisterLookup']
orleanstest12.table.core.windows.net DELETE Path = /GrainDirectory(PartitionKey='abb9b46ddfb54ca5a843a58246132291',RowKey='user%252fsomeraondomuser_050a18e3a0004fb181ba99254727a503') status_code = 204 reason_phrase = No Content $format=['application/json;odata=minimalmetadata']	['Tester.AzureUtils.AzureTableGrainDirectoryTests.RegisterLookupUnregisterLookup']
"orleanstest12.table.core.windows.net GET Path = /GrainDirectory() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey eq '2fb55cfb59f44c11b7eef6552aadb293') and (((RowKey eq 'user%2fsomeraondomuser_6d15c543ab484971aa747a0befb6cc77') and (ActivationId eq '@0364f75bcd344d7a8608db9443abe720')) or ((RowKey eq 'user%2fsomeraondomuser_523e04aaf9504fe2bcbc9e160e29b810') and (ActivationId eq '@15ed98fc5376414982ee710a82811cff')) or ((RowKey eq 'user%2fsomeraondomuser_7b38c8d3aead43048319d681f8ff25db') and (ActivationId eq '@594d71751d05474c9f31adc50d4ea00e')) or ((RowKey eq 'user%2fsomeraondomuser_e27e26c02d8e4a1fb16646a7930bf780') and (ActivationId eq '@3d9633ef04744cfa85745559110892ef')) or ((RowKey eq 'user%2fsomeraondomuser_337be0bba25445549fd906b1d5f82709') and (ActivationId eq '@ae09a2ef9b0e41c3873ebc3a99836f18')) or ((RowKey eq 'user%2fsomeraondomuser_d2525143776e4a2589c2fcfc3e948a59') and (ActivationId eq '@8b55281357e14a1fa2377515af008534')) or ((RowKey eq 'user%2fsomeraondomuser_0c76c66a2d6e4c80b6ec1d36cd7c917b') and (ActivationId eq '@d9e8e01128584898acab1ee1b831131f')) or ((RowKey eq 'user%2fsomeraondomuser_98e6af09127044f4bbd080e8134cf080') and (ActivationId eq '@a45329efdc8d4687b0463aaf53f08660')) or ((RowKey eq 'user%2fsomeraondomuser_cab3ad47a7d14dbda3df8b623d920b75') and (ActivationId eq '@f8dc28060d304dcc81a08d9ca416cd42')) or ((RowKey eq 'user%2fsomeraondomuser_be8f647c168841a5b297b20da833f084') and (ActivationId eq '@7bd4cb8ffda7480188af03c8014d812c')) or ((RowKey eq 'user%2fsomeraondomuser_59a02b69118b4f899289a19ae4fa88ee') and (ActivationId eq '@d8bf91f506894029af51ba90c6ecd5f9')) or ((RowKey eq 'user%2fsomeraondomuser_813c3ef7b863430fb9ef0b36a0ca3650') and (ActivationId eq '@9d9c5f7a1693409c90a64dc687a10b41')) or ((RowKey eq 'user%2fsomeraondomuser_6b30c4e3371f47dc8e814e975b38a512') and (ActivationId eq '@856628a147c047d09d2b6e9c797a03a2')) or ((RowKey eq 'user%2fsomeraondomuser_d293bf6fd082485caaec5ee9fab8327f') and (ActivationId eq '@d424159b25234da1a64881b1e802aaaa')) or ((RowKey eq 'user%2fsomeraondomuser_420c3363d22849408174590a1e56aa92') and (ActivationId eq '@af3e0e6d60854463bda4ba2ddf6625d1')) or ((RowKey eq 'user%2fsomeraondomuser_b1e97283f6994d85b42a3ab076e0f195') and (ActivationId eq '@4e37d4dfcc2448f19781ac82ab7008cf')) or ((RowKey eq 'user%2fsomeraondomuser_aaf02b78a0774332b1054ad559665732') and (ActivationId eq '@e0e57bff706c4707b61a1a6231215696')) or ((RowKey eq 'user%2fsomeraondomuser_386dae740a0e41fc9bea7fc3dbaa5b0e') and (ActivationId eq '@87b86db117b1456ba52ea370e81e37fb')) or ((RowKey eq 'user%2fsomeraondomuser_fe2ac21a657c41d6b4383520e37ca224') and (ActivationId eq '@0d095746d93346fdaf99a16eba80c656')) or ((RowKey eq 'user%2fsomeraondomuser_21ec4087c2a14833918d49a217e6068f') and (ActivationId eq '@912fa1a4ecfc4da7b5bfcde05dd92e4b')) or ((RowKey eq 'user%2fsomeraondomuser_5d11c7db96554ecd8842c11c05448a05') and (ActivationId eq '@7997fa94429b4ec681d31b4413d8947b')) or ((RowKey eq 'user%2fsomeraondomuser_f5cffda406184f1f92598ba07a1c0f21') and (ActivationId eq '@a8397c4cbe2d444683dbf4fc710e104c')) or ((RowKey eq 'user%2fsomeraondomuser_51db98c5ef2d49dcba50f7c59490d09f') and (ActivationId eq '@071280100a984f1388d11b2aa2830443')) or ((RowKey eq 'user%2fsomeraondomuser_6c1fa8f06b7c4dea966179c6c8226d14') and (ActivationId eq '@97838ad83d9746749a150aef109312c2')) or ((RowKey eq 'user%2fsomeraondomuser_27440354038c46ffb1441aeceb5b43ed') and (ActivationId eq '@db4a252529fb424f9da4cae18c735d99')))""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.AzureTableGrainDirectoryTests.UnregisterMany']
"orleanstest12.table.core.windows.net GET Path = /GrainDirectory() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey eq '4adf3a59eed94fa2b74bf4d9f5ed2370') and (((RowKey eq 'user%2fsomeraondomuser_039a5144f4b9470bae1c957c3022f4c8') and (ActivationId eq '@46311bd876664439a8a4477a0bc41414')) or ((RowKey eq 'user%2fsomeraondomuser_25f9dc8197b9400cb9dad005834884ce') and (ActivationId eq '@314d38aa81334edfbb689fba8efabd11')) or ((RowKey eq 'user%2fsomeraondomuser_91d982682c94471184f2373ac908898c') and (ActivationId eq '@ab8ab4b617484bc7a583307a213523c9')) or ((RowKey eq 'user%2fsomeraondomuser_342603f78c854da186f462fb5b985057') and (ActivationId eq '@556a07ba6bca4fb5aa79a5fc406ed577')) or ((RowKey eq 'user%2fsomeraondomuser_fa2c6fc180ca42a2ba4f7731dc3f7a15') and (ActivationId eq '@a25a085ad87244398dd394821428c5e7')) or ((RowKey eq 'user%2fsomeraondomuser_c5a8db9ef1d748b2984345ee78a250ae') and (ActivationId eq '@e3b8b69d102042fdaf94229a278c40ed')) or ((RowKey eq 'user%2fsomeraondomuser_100d656bca834561b06b4a74717a4ec9') and (ActivationId eq '@949d21c96f0e4347a608fd9e0c8b6aed')) or ((RowKey eq 'user%2fsomeraondomuser_fe670ef71f7348e2965b487243f35d8b') and (ActivationId eq '@cc8128f78aa348d2950eba88dcc960d9')) or ((RowKey eq 'user%2fsomeraondomuser_d8106625d65741279f9d1d079679ac1b') and (ActivationId eq '@b44bf2bffba44bae98230bccbd6cfe72')) or ((RowKey eq 'user%2fsomeraondomuser_f809c5b0038340ac97b3b72f3c8da1d5') and (ActivationId eq '@7d205bdd21b3429cb9a270081914762a')) or ((RowKey eq 'user%2fsomeraondomuser_35f9478ed13c436f90755494f5aaeaa3') and (ActivationId eq '@ef5826c5672f416f91cfb5f888d65286')) or ((RowKey eq 'user%2fsomeraondomuser_9ed6c5b0fdf64f0ba0f1b9793c879721') and (ActivationId eq '@48478d86ef7d47e49c1121d0aaeed51d')) or ((RowKey eq 'user%2fsomeraondomuser_4167b4afa31c4d8aab4069f98363ed3f') and (ActivationId eq '@5895892f3ec84a148b5ddf63c1de6a1e')) or ((RowKey eq 'user%2fsomeraondomuser_cd816ccbf37f448bac2585e34af42d20') and (ActivationId eq '@0dbe7af5f121483ab1136c9cc42c2b89')) or ((RowKey eq 'user%2fsomeraondomuser_a5d7611b2e6c4c4eae1ba9303443c005') and (ActivationId eq '@c9d662c68bd9488a9bdc63ac8787666a')) or ((RowKey eq 'user%2fsomeraondomuser_aa950a6f1d4f47dc8fe2c8640fd9cc6a') and (ActivationId eq '@39480e590ed64bad86e476c83d62d326')) or ((RowKey eq 'user%2fsomeraondomuser_45c715b69ccf45bdb8c4b513b4bc442d') and (ActivationId eq '@17584139a84c42818af849f2282a0fbb')) or ((RowKey eq 'user%2fsomeraondomuser_f85681ebda724ba0b3182720a2cea352') and (ActivationId eq '@bca9dd63ec9a4465be2017c147c8bdf7')) or ((RowKey eq 'user%2fsomeraondomuser_50bb320fb4f141a5ad2e374dc548d4a9') and (ActivationId eq '@31745b6b8eea4334a2d66f084c4d9b3e')) or ((RowKey eq 'user%2fsomeraondomuser_f7d87f94e74345c481f97660c78df88d') and (ActivationId eq '@06395c838d064db0aba9e2ab30fb4c6e')) or ((RowKey eq 'user%2fsomeraondomuser_df59138edae347e1960d362c698f2578') and (ActivationId eq '@967ad260edad4f11b9dff122cf68ed85')) or ((RowKey eq 'user%2fsomeraondomuser_0896d6ff726b4c01893ca72362c5a605') and (ActivationId eq '@ea2720080f19488da327b62789c5406f')) or ((RowKey eq 'user%2fsomeraondomuser_389c1bb3c9354cf9b267bace81a562e6') and (ActivationId eq '@82a54f07c88f480cb9b2870bc6e387e3')) or ((RowKey eq 'user%2fsomeraondomuser_431515dcec63475fbf702bb98871feb5') and (ActivationId eq '@dd1abc78483e442f8f174369a0cdada7')) or ((RowKey eq 'user%2fsomeraondomuser_71ca7f21caa1414d98df412223c78179') and (ActivationId eq '@ea24de075669453bbd3beb4b2aca33ed')))""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.AzureTableGrainDirectoryTests.UnregisterMany']
