REST_API	TESTS_CALLING_THE_REST_API
REST	['Tester.AzureUtils.SiloInstanceTableManagerTests.SiloAddress_ToFrom_RowKey', 'Tester.AzureUtils.SiloInstanceTableManagerTests.SiloInstanceTable_Activate_CheckData', 'Tester.AzureUtils.SiloInstanceTableManagerTests.SiloInstanceTable_FindAllGatewayProxyEndpoints', 'Tester.AzureUtils.SiloInstanceTableManagerTests.SiloInstanceTable_Op_ActivateSiloInstance', 'Tester.AzureUtils.SiloInstanceTableManagerTests.SiloInstanceTable_Op_CleanDeadSiloInstance', 'Tester.AzureUtils.SiloInstanceTableManagerTests.SiloInstanceTable_Op_CreateSiloEntryConditionally', 'Tester.AzureUtils.SiloInstanceTableManagerTests.SiloInstanceTable_Op_RegisterSiloInstance', 'Tester.AzureUtils.SiloInstanceTableManagerTests.SiloInstanceTable_Op_UnregisterSiloInstance', 'Tester.AzureUtils.SiloInstanceTableManagerTests.SiloInstanceTable_Register_CheckData']
marketplace.visualstudio.com POST Path = /_apis/public/gallery/extensionquery status_code = 200 reason_phrase = OK	['Tester.AzureUtils.SiloInstanceTableManagerTests.SiloInstanceTable_Op_ActivateSiloInstance']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""PartitionKey eq 'test-002ed8e9-22a6-4f79-9a88-cd84e8280cd0' and Status eq 'Active' and ProxyPort ne '0'""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.SiloInstanceTableManagerTests.SiloInstanceTable_FindAllGatewayProxyEndpoints']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""PartitionKey eq 'test-002ed8e9-22a6-4f79-9a88-cd84e8280cd0'""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.SiloInstanceTableManagerTests.SiloInstanceTable_FindAllGatewayProxyEndpoints']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""PartitionKey eq 'test-0440dcaf-b181-4780-991e-04cab6e6c7ce'""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.SiloInstanceTableManagerTests.SiloInstanceTable_Op_UnregisterSiloInstance']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""PartitionKey eq 'test-07fd141f-5c36-4631-8376-dabc6a9bf4f9'""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.SiloInstanceTableManagerTests.SiloInstanceTable_Op_CleanDeadSiloInstance']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""PartitionKey eq 'test-1705a17f-9fae-4cc3-96ea-05d62179816d'""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.SiloInstanceTableManagerTests.SiloInstanceTable_Op_CleanDeadSiloInstance']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""PartitionKey eq 'test-1b4fccfa-67f6-4e36-8a6c-90ed167f5861'""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.SiloInstanceTableManagerTests.SiloInstanceTable_Op_CreateSiloEntryConditionally']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""PartitionKey eq 'test-1d0839b1-ffd1-4b16-9513-f8e8bbf9499f'""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.SiloInstanceTableManagerTests.SiloInstanceTable_Register_CheckData']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""PartitionKey eq 'test-254d8b15-8be5-433d-a72b-46b788b6ddbf' and Status eq 'Active' and ProxyPort ne '0'""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.SiloInstanceTableManagerTests.SiloInstanceTable_FindAllGatewayProxyEndpoints']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""PartitionKey eq 'test-254d8b15-8be5-433d-a72b-46b788b6ddbf'""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.SiloInstanceTableManagerTests.SiloInstanceTable_FindAllGatewayProxyEndpoints']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""PartitionKey eq 'test-2755ba52-a596-464a-b637-0d4b81515b34'""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.SiloInstanceTableManagerTests.SiloInstanceTable_Op_RegisterSiloInstance']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""PartitionKey eq 'test-29cb942b-21e9-472e-9d72-f216ab375d75'""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.SiloInstanceTableManagerTests.SiloInstanceTable_Op_CreateSiloEntryConditionally']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""PartitionKey eq 'test-2b31e370-fabf-4c3c-934e-4ac87a694272'""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.SiloInstanceTableManagerTests.SiloInstanceTable_Op_CleanDeadSiloInstance']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""PartitionKey eq 'test-2c0b197c-38b1-4a8c-b732-f1ae356690e4'""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.SiloInstanceTableManagerTests.SiloInstanceTable_Op_RegisterSiloInstance']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""PartitionKey eq 'test-38e869dc-832b-411c-a738-92e434b17a69'""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.SiloInstanceTableManagerTests.SiloInstanceTable_Activate_CheckData']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""PartitionKey eq 'test-3bf4f9f4-35e2-4750-ba21-e9a166ed09f4'""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.SiloInstanceTableManagerTests.SiloInstanceTable_Activate_CheckData']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""PartitionKey eq 'test-3fe33648-29d7-4031-a4ee-585d9f701aa1'""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.SiloInstanceTableManagerTests.SiloInstanceTable_Op_CreateSiloEntryConditionally']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""PartitionKey eq 'test-419005c8-7474-44c9-a2de-4dd007501ccc'""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.SiloInstanceTableManagerTests.SiloInstanceTable_Register_CheckData']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""PartitionKey eq 'test-4a11f466-d8fa-4410-8129-3e4572dfcd25'""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.SiloInstanceTableManagerTests.SiloInstanceTable_Op_ActivateSiloInstance']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""PartitionKey eq 'test-57dd2402-6695-4b67-a6e2-4ae145c11ced'""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.SiloInstanceTableManagerTests.SiloInstanceTable_Op_UnregisterSiloInstance']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""PartitionKey eq 'test-57ec21bb-7b49-4e70-a83d-f3a76cd19dfc'""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.SiloInstanceTableManagerTests.SiloInstanceTable_Op_UnregisterSiloInstance']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""PartitionKey eq 'test-5bed5790-a7b2-4e3a-b40d-043111e3a270'""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.SiloInstanceTableManagerTests.SiloAddress_ToFrom_RowKey']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""PartitionKey eq 'test-65420210-861a-40b1-ab78-6feb2b1701eb'""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.SiloInstanceTableManagerTests.SiloInstanceTable_Op_RegisterSiloInstance']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""PartitionKey eq 'test-69c83402-cbd9-40ee-9622-0bb1eaa7831d'""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.SiloInstanceTableManagerTests.SiloInstanceTable_Op_CreateSiloEntryConditionally']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""PartitionKey eq 'test-6c24f635-0813-407b-8f1c-875487b778a5'""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.SiloInstanceTableManagerTests.SiloInstanceTable_Activate_CheckData']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""PartitionKey eq 'test-779045df-a48f-42fe-ae00-ab4b5cb83d3b' and Status eq 'Active' and ProxyPort ne '0'""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.SiloInstanceTableManagerTests.SiloInstanceTable_FindAllGatewayProxyEndpoints']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""PartitionKey eq 'test-779045df-a48f-42fe-ae00-ab4b5cb83d3b'""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.SiloInstanceTableManagerTests.SiloInstanceTable_FindAllGatewayProxyEndpoints']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""PartitionKey eq 'test-81210c20-54e9-4795-9de0-b11bddbb64a7'""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.SiloInstanceTableManagerTests.SiloInstanceTable_Op_CleanDeadSiloInstance']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""PartitionKey eq 'test-8ac77e56-ff43-4ca9-8240-5c34b92478a0'""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.SiloInstanceTableManagerTests.SiloInstanceTable_Op_ActivateSiloInstance']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""PartitionKey eq 'test-96a94542-8b72-471c-810a-eeeef5717253'""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.SiloInstanceTableManagerTests.SiloInstanceTable_Register_CheckData']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""PartitionKey eq 'test-96c4baf9-9a93-4259-ba24-8da0619a75b5'""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.SiloInstanceTableManagerTests.SiloInstanceTable_Op_ActivateSiloInstance']
"orleanstest12.table.core.windows.net GET Path = /OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""PartitionKey eq 'test-973d33a1-7c03-4b2a-8a31-ecf5aa0f8786'""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.SiloInstanceTableManagerTests.SiloInstanceTable_Op_RegisterSiloInstance']
