name	turn	SDK	policy	outcome	time	excp_type	heuristic1	heuristic2	URI	bug?	bug_ID	bug_link
Tester.AzureUtils.SiloInstanceTableManagerTests.SiloInstanceTable_Activate_CheckData	2	C:\Users\anna\orleans\src\Azure\Shared\Storage\AzureTableDataManager.cs:483:Azure.Data.Tables;Azure.Data.Tables.TableClient.SubmitTransactionAsync(System.Collections.Generic.IEnumerable`1[Azure.Data.Tables.TableTransactionAction],System.Threading.CancellationToken):Orleans.Clustering.AzureStorage.AzureTableDataManager`1.DeleteTableEntriesAsync[](?)	timeout_blind	Failed	9.2813195s	System.AggregateException	True	True	orleanstest12.table.core.windows.netPOST/$batch
