REST	NUM
orleanstest12.table.core.windows.net POST Path = /Tables status_code = 409 reason_phrase = Conflict $format=['application/json;odata=minimalmetadata']	1
orleanstest12.table.core.windows.net POST Path = /GrainDirectory status_code = 204 reason_phrase = No Content $format=['application/json;odata=minimalmetadata']	1
orleanstest12.table.core.windows.net GET Path = /GrainDirectory(PartitionKey='586b6283528f433894e4e4363351a8ac',RowKey='user%252fsomeraondomuser_2f5d33c9bd9441a586e03f5f52bb5c4e') status_code = 200 reason_phrase = OK $format=['application/json;odata=minimalmetadata']	1
orleanstest12.table.core.windows.net GET Path = /GrainDirectory(PartitionKey='586b6283528f433894e4e4363351a8ac',RowKey='user%252fsomeraondomuser_2f5d33c9bd9441a586e03f5f52bb5c4e') status_code = 200 reason_phrase = OK $format=['application/json;odata=minimalmetadata']	1
orleanstest12.table.core.windows.net DELETE Path = /GrainDirectory(PartitionKey='586b6283528f433894e4e4363351a8ac',RowKey='user%252fsomeraondomuser_2f5d33c9bd9441a586e03f5f52bb5c4e') status_code = 408 reason_phrase = No Content injected $format=['application/json;odata=minimalmetadata']	1
orleanstest12.table.core.windows.net DELETE Path = /GrainDirectory(PartitionKey='586b6283528f433894e4e4363351a8ac',RowKey='user%252fsomeraondomuser_2f5d33c9bd9441a586e03f5f52bb5c4e') status_code = 404 reason_phrase = Not Found $format=['application/json;odata=minimalmetadata']	1
