REST_API	TESTS_CALLING_THE_REST_API
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey eq 'test-088896ec-1bc5-4519-bc9b-29e05d941763') and ((RowKey eq '127.0.0.1-12345-1') or (RowKey eq 'VersionRow'))""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_ReadRow_Insert_Read']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey eq 'test-7612db82-3bfe-44e4-a474-de23779d9ac2') and ((RowKey eq '127.0.0.1-12345-1') or (RowKey eq 'VersionRow'))""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_GetGateways']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey eq 'test-7612db82-3bfe-44e4-a474-de23779d9ac2') and ((RowKey eq '127.0.0.1-12345-10') or (RowKey eq 'VersionRow'))""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_GetGateways']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey eq 'test-7612db82-3bfe-44e4-a474-de23779d9ac2') and ((RowKey eq '127.0.0.1-12345-2') or (RowKey eq 'VersionRow'))""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_GetGateways']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey eq 'test-7612db82-3bfe-44e4-a474-de23779d9ac2') and ((RowKey eq '127.0.0.1-12345-3') or (RowKey eq 'VersionRow'))""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_GetGateways']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey eq 'test-7612db82-3bfe-44e4-a474-de23779d9ac2') and ((RowKey eq '127.0.0.1-12345-4') or (RowKey eq 'VersionRow'))""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_GetGateways']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey eq 'test-7612db82-3bfe-44e4-a474-de23779d9ac2') and ((RowKey eq '127.0.0.1-12345-5') or (RowKey eq 'VersionRow'))""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_GetGateways']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey eq 'test-7612db82-3bfe-44e4-a474-de23779d9ac2') and ((RowKey eq '127.0.0.1-12345-6') or (RowKey eq 'VersionRow'))""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_GetGateways']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey eq 'test-7612db82-3bfe-44e4-a474-de23779d9ac2') and ((RowKey eq '127.0.0.1-12345-7') or (RowKey eq 'VersionRow'))""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_GetGateways']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey eq 'test-7612db82-3bfe-44e4-a474-de23779d9ac2') and ((RowKey eq '127.0.0.1-12345-8') or (RowKey eq 'VersionRow'))""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_GetGateways']
"127.0.0.1:10002 GET Path = /devstoreaccount1/OrleansSiloInstances() status_code = 200 reason_phrase = OK $filter=[""(PartitionKey eq 'test-7612db82-3bfe-44e4-a474-de23779d9ac2') and ((RowKey eq '127.0.0.1-12345-9') or (RowKey eq 'VersionRow'))""] $format=['application/json;odata=minimalmetadata']"	['Tester.AzureUtils.AzureMembershipTableTests.MembershipTable_Azure_GetGateways']
