REST	NUM
orleanstest12.table.core.windows.net POST Path = /Tables status_code = 409 reason_phrase = Conflict $format=['application/json;odata=minimalmetadata']	1
orleanstest12.table.core.windows.net POST Path = /GrainDirectory status_code = 204 reason_phrase = No Content $format=['application/json;odata=minimalmetadata']	1
orleanstest12.table.core.windows.net GET Path = /GrainDirectory(PartitionKey='00d454e1c44c4b94b7d8c2f4093d4b91',RowKey='user%252fsomeraondomuser_6a92d907e5914137a6224f1c0b91e64c') status_code = 408 reason_phrase = OK injected $format=['application/json;odata=minimalmetadata']	1
orleanstest12.table.core.windows.net GET Path = /GrainDirectory(PartitionKey='00d454e1c44c4b94b7d8c2f4093d4b91',RowKey='user%252fsomeraondomuser_6a92d907e5914137a6224f1c0b91e64c') status_code = 200 reason_phrase = OK $format=['application/json;odata=minimalmetadata']	1
orleanstest12.table.core.windows.net GET Path = /GrainDirectory(PartitionKey='00d454e1c44c4b94b7d8c2f4093d4b91',RowKey='user%252fsomeraondomuser_6a92d907e5914137a6224f1c0b91e64c') status_code = 200 reason_phrase = OK $format=['application/json;odata=minimalmetadata']	1
orleanstest12.table.core.windows.net DELETE Path = /GrainDirectory(PartitionKey='00d454e1c44c4b94b7d8c2f4093d4b91',RowKey='user%252fsomeraondomuser_6a92d907e5914137a6224f1c0b91e64c') status_code = 204 reason_phrase = No Content $format=['application/json;odata=minimalmetadata']	1
orleanstest12.table.core.windows.net GET Path = /GrainDirectory(PartitionKey='00d454e1c44c4b94b7d8c2f4093d4b91',RowKey='user%252fsomeraondomuser_6a92d907e5914137a6224f1c0b91e64c') status_code = 404 reason_phrase = Not Found $format=['application/json;odata=minimalmetadata']	1
